"name","namespace","revision","updated","status","chart","app_version"
"ap-validation-prototype","default","45","2024-09-02 11:37:22.717403877 +0000 UTC","deployed","ap-validation-prototype-0.1.0","1.0"
"billing-service","default","23","2024-09-02 11:24:43.140318069 +0000 UTC","deployed","billing-service-0.1.0","1.0"
"capybara-server","default","7","2024-03-12 20:21:24.626855352 +0000 UTC","deployed","capybara-server-0.1.0","1.0"
"cert-manager","default","2","2023-08-31 09:05:09.329524 +0100 BST","deployed","cert-manager-v1.12.3","v1.12.3"
"cus-84","default","1","2024-09-23 07:12:18.654246129 +0000 UTC","deployed","excel-data-extraction-0.1.0","1.0"
"cw-data-store-service","default","37","2024-09-03 14:12:26.961742248 +0000 UTC","deployed","cw-data-store-service-0.1.0","1.16.0"
"dataset-evaluator","default","90","2024-08-30 12:21:21.262560827 +0000 UTC","deployed","dataset-evaluator-0.1.0","1.0"
"dataset-evaluator-oauth2-proxy","default","2","2024-02-15 14:25:01.190726 +0000 UTC","deployed","oauth2-proxy-6.23.1","7.5.1"
"edi-file-gen","default","21","2024-09-19 06:45:06.459003263 +0000 UTC","deployed","edi-file-gen-0.1.0","1.0"
"edi-file-gen-cus-4","default","1","2024-09-02 07:25:10.422533566 +0000 UTC","deployed","edi-file-gen-0.1.0","1.0"
"edi-file-gen-cus-mgd4xf","default","1","2024-08-27 20:36:09.719461372 +0000 UTC","deployed","edi-file-gen-0.1.0","1.0"
"edi-processing","default","46","2024-08-14 15:48:43.870636569 +0000 UTC","deployed","edi-processing-0.1.0","1.0"
"file-data-processor","default","21","2024-09-02 10:15:13.411655051 +0000 UTC","deployed","file-data-processor-0.1.0","1.0"
"gitlab-slack","default","57","2024-09-11 08:17:04.370321874 +0000 UTC","deployed","gitlab-slack-0.1.0","1.0"
"ingress","default","16","2024-08-01 18:16:36.528239 +0100 BST","deployed","ingress-nginx-4.11.1","1.11.1"
"keda","default","3","2024-04-02 12:34:12.467948 +0100 BST","deployed","keda-2.11.2","2.11.2"
"matomo","default","2","2024-06-27 17:00:15.906604 +0100 BST","deployed","matomo-0.1.0","1.0"
"matomo-mysql","default","1","2020-05-13 18:02:44.286959 +0100 BST","deployed","mysql-6.13.0","8.0.20"
"pack-splicing-and-classification","default","23","2024-09-16 15:27:01.817392141 +0000 UTC","deployed","pack-splicing-and-classification-0.1.0","1.0"
"payments-staging-c75q0p","default","3","2023-01-19 12:55:56.752144295 +0000 UTC","deployed","vector-payment-integrations-0.1.0","0.1"
"quotes-rates","default","210","2024-09-02 11:29:36.835479031 +0000 UTC","deployed","quotes-rates-0.1.0","1.0"
"raft-masterdata","default","29","2024-09-23 13:33:50.979040075 +0000 UTC","deployed","raft-masterdata-0.1.0","1.16.0"
"raft-partners","default","40","2024-07-31 13:45:37.188912702 +0000 UTC","deployed","raft-partners-0.1.0","1.16.0"
"raft-ship-ext-consumer","default","153","2024-09-03 12:24:56.820407091 +0000 UTC","deployed","raft-ship-ext-consumer-0.1.0","1.16.0"
"raft-ship-ext-producer","default","130","2024-09-03 12:25:13.358690853 +0000 UTC","deployed","raft-ship-ext-producer-0.1.0","1.16.0"
"raft-ship-ext-rabbitmq","default","115","2024-09-03 12:24:50.654726705 +0000 UTC","deployed","rabbitmq-12.0.13","3.12.3"
"raftbot","default","17","2024-07-19 14:15:54.22276632 +0000 UTC","deployed","raftbot-0.1.0","1.0"
"redis-cache","default","3","2023-10-17 18:20:21.889844 +0100 BST","deployed","redis-17.14.2","7.0.12"
"ref-apps2-276-loo-xl2f43-db","default","1","2024-03-19 11:57:38.457436229 +0000 UTC","deployed","postgresql-11.7.0","14.4.0"
"ref-apps2-276-loo-xl2f43-redis","default","4","2024-03-20 08:34:49.624950003 +0000 UTC","deployed","redis-17.15.6","7.2.0"
"ref-enblr-164-car-ghb99a-db","default","1","2024-04-04 14:21:07.341200689 +0000 UTC","deployed","postgresql-11.7.0","14.4.0"
"ref-fin-161-disab-0nlezd","default","1","2024-09-20 10:57:43.906972828 +0000 UTC","failed","vector-cargowise-reference-lookup-0.1.0","1.0"
"ref-fin-161-disab-0nlezd-db","default","1","2024-09-20 10:56:06.717406823 +0000 UTC","deployed","postgresql-11.7.0","14.4.0"
"ref-fin-161-disab-0nlezd-redis","default","1","2024-09-20 10:57:00.029681071 +0000 UTC","deployed","redis-17.15.6","7.2.0"
"ref-fwk-546-fdsb2g","default","1","2024-09-23 09:18:01.563005984 +0000 UTC","deployed","vector-cargowise-reference-lookup-0.1.0","1.0"
"ref-fwk-546-fdsb2g-db","default","1","2024-09-23 09:16:42.814187079 +0000 UTC","deployed","postgresql-11.7.0","14.4.0"
"ref-fwk-546-fdsb2g-redis","default","1","2024-09-23 09:17:27.596776903 +0000 UTC","deployed","redis-17.15.6","7.2.0"
"ref-omn-1912-ekjwfw","default","4","2024-09-20 14:32:13.468682276 +0000 UTC","deployed","vector-cargowise-reference-lookup-0.1.0","1.0"
"ref-omn-1912-ekjwfw-db","default","1","2024-09-11 15:40:06.562604265 +0000 UTC","deployed","postgresql-11.7.0","14.4.0"
"ref-omn-1912-ekjwfw-redis","default","4","2024-09-20 14:32:08.881850578 +0000 UTC","deployed","redis-17.15.6","7.2.0"
"response-parser","default","29","2024-09-02 12:36:32.513506201 +0000 UTC","deployed","response-parser-0.1.0","1.0"
"rq-exporter","default","1","2023-07-31 12:11:46.528885 +0100 BST","deployed","rq-exporter-0.1.0","2.0.0"
"search-engine","default","309","2024-09-19 11:05:28.861455297 +0000 UTC","deployed","search-engine-0.1.0","1.0"
"search-engine-elastic","default","6","2024-01-18 17:25:15.568258679 +0000 UTC","deployed","elasticsearch-19.3.0","8.4.1"
"shadow-model-store-server","default","14","2024-09-05 09:59:24.974386655 +0000 UTC","deployed","shadow-model-store-server-0.1.0","1.0"
"staging-rabbitmq","default","5824","2024-03-15 21:12:15.880196582 +0000 UTC","deployed","rabbitmq-12.0.13","3.12.3"
"summary-view","default","15","2024-09-02 11:38:34.44459598 +0000 UTC","deployed","summary-view-0.1.0","1.0"
"text-translation","default","11","2024-09-02 10:18:33.999573779 +0000 UTC","deployed","text-translation-0.1.0","1.0"
"timescale-db","default","3","2024-05-17 15:20:54.157376 +0100 BST","deployed","timescaledb-single-0.33.1",""
"vector-address-extraction","default","7","2023-05-19 15:53:46.430757479 +0000 UTC","deployed","vector-address-extraction-0.1.0","1.0"
"vector-address-parsing","default","6","2023-06-14 12:34:45.104433639 +0000 UTC","deployed","vector-address-parsing-0.1.0","1.0"
"vector-audit-service","default","148","2024-09-02 10:45:31.99393492 +0000 UTC","deployed","vector-audit-service-0.1.0","1.0"
"vector-backend","default","6494","2024-09-23 13:12:28.79531227 +0000 UTC","deployed","vector-backend-0.1.0","1.0"
"vector-backend-bl-dhtr3n","default","4","2024-09-20 07:15:47.606761469 +0000 UTC","deployed","vector-backend-0.1.0","1.0"
"vector-backend-bl-dhtr3n-audit","default","4","2024-09-20 07:15:27.478970367 +0000 UTC","deployed","vector-audit-service-0.1.0","1.0"
"vector-backend-bl-dhtr3n-db","default","1","2024-09-19 14:46:06.428336083 +0000 UTC","deployed","postgresql-12.12.10","15.4.0"
"vector-backend-bl-dhtr3n-frontend","default","4","2024-09-20 07:18:22.325549813 +0000 UTC","deployed","vector-frontend-0.1.0","1.0"
